step,load,iter,du_abs,dd_abs,err_u,err_d,max_d,linear_solver_elastic,linear_solver_phase,linear_niter_elastic,linear_niter_phase,linear_converged_elastic,linear_converged_phase,linear_cb_res_elastic,linear_cb_res_phase,linear_res_elastic,linear_res_phase,t_iter_s
8,0.0766,13,0.000149625703546495,0.001156579109241109,0.001909162427087085,0.004874396185340096,0.43629910314621145,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.9732060075722855e-12,2.041060040275762e-15,0.637943500187248
8,0.0766,14,0.00011183243895647109,0.0008652840162122778,0.0014269359175902504,0.003646734645439307,0.4363127674063763,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.414295950692371e-12,2.518963272870573e-15,0.6435221671126783
8,0.0766,15,8.368058458093604e-05,0.0006478500881689853,0.001067729836330974,0.0027303605721490103,0.4363229788503027,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.946082830545476e-12,1.8843520676529652e-15,0.6471596253104508
8,0.0766,16,6.266184805868762e-05,0.000485303322606657,0.0007995394045937543,0.0020453081380649605,0.4363306194128987,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.1136163926926854e-12,2.1172494234549295e-15,0.6432921662926674
8,0.0766,17,4.6945358368295283e-05,0.00036366765509875397,0.0005990034612939143,0.0015326752978515041,0.43633634080458256,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.2232439836905915e-12,1.8335487203747056e-15,0.6436556247062981
8,0.0766,18,3.51822802030556e-05,0.00027258538648090896,0.0004489114227760432,0.0011488095863272333,0.43634062723646894,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.815656934878853e-12,1.6240768578157086e-15,0.6407994581386447
8,0.0766,19,2.6372571662938904e-05,0.00020435048459288728,0.00033650316577391265,0.0008612339740647336,0.43634383967518725,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.397000837762727e-12,1.9056327673336924e-15,0.6414204156026244
8,0.0766,20,1.9771913472773684e-05,0.00015321539493172987,0.00025228148252019153,0.0006457254247663488,0.43634624775795317,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.765309779377712e-12,1.7535337650915982e-15,0.6736887088045478
8,0.0766,21,1.4824932677694634e-05,0.00011488625515134139,0.000189160042569525,0.0004841874795967506,0.43634805316108455,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.9183445253016115e-12,2.2814581698422268e-15,0.6509454590268433
8,0.0766,22,1.111659538786914e-05,8.615122402955676e-05,0.00014184318421636924,0.00036308385169397754,0.43634940686365414,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.8458140840744595e-12,2.0209534046959115e-15,0.6444204999133945
8,0.0766,23,8.336341981925008e-06,6.460627644288114e-05,0.00010636829444410475,0.0002722827906245346,0.4363504219547615,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.239668552587481e-12,1.895457517210216e-15,0.6633024169132113
8,0.0766,24,6.251668920467689e-06,4.84510022649946e-05,7.976872373292563e-05,0.00020419647798355697,0.43635118317471294,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,8.426843400720798e-12,2.1795163426210285e-15,0.6219039168208838
8,0.0766,25,4.6884497855859015e-06,3.6336383508391716e-05,5.982269061908636e-05,0.0001531394850098715,0.436351754038219,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,7.940010379196655e-12,1.6688104825283754e-15,0.6200022078119218
8,0.0766,26,3.516187797281568e-06,2.7251389054360367e-05,4.486510987108619e-05,0.00011485082670994489,0.43635218215938615,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,7.802244832672051e-12,1.8347330035496126e-15,0.6576004577800632
8,0.0766,27,2.637071164716126e-06,2.0438146639986622e-05,3.364794327377277e-05,8.613645467169166e-05,0.4363525032371694,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.402036917336513e-12,1.906280288071302e-15,0.6329271658323705
8,0.0766,28,1.9777748687761725e-06,1.5328467885058473e-05,2.5235593746305958e-05,6.460174214547492e-05,0.4363527440393825,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.2632427347467e-12,2.178947364519947e-15,0.6386227081529796
8,0.0766,29,1.4833225236947734e-06,1.1496330294645663e-05,1.8926585221435983e-05,4.845121970982149e-05,0.4363529246386022,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.3441707821151854e-12,1.7786393333594866e-15,0.625906249973923
8,0.0766,30,1.1124928784332715e-06,8.622279991336356e-06,1.4194951492721086e-05,3.6338550785584544e-05,0.43635306008727126,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.576900299859222e-12,1.8121859537995327e-15,0.6489791660569608
8,0.0766,31,8.343743514392608e-07,6.466760703873854e-06,1.0646273495369016e-05,2.725412680776576e-05,0.4363531616738909,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.823848871214739e-12,2.2258537127904682e-15,0.6506185410544276
8,0.0766,32,6.257866797620592e-07,4.8501236917870546e-06,7.984780609583226e-06,2.0440819164706164e-05,0.43635323786429353,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.135183652709396e-12,1.927313219469621e-15,0.6603649579919875
8,0.0766,33,4.6934549250790505e-07,3.6376410587577482e-06,5.988655414010018e-06,1.5330817891116586e-05,0.43635329500762077,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.027007705975071e-12,2.169516914453794e-15,0.6474230829626322
8,0.0766,34,3.5201420434458363e-07,2.728271214675243e-06,4.491556442551994e-06,1.1498283770759218e-05,0.43635333786565755,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.270169599767311e-12,2.3716611646644522e-15,0.6443137913011014
8,0.0766,35,2.6401478185851604e-07,2.046236712783623e-06,3.36872001115265e-06,8.623853178223075e-06,0.4363533700096369,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.404293809812459e-12,1.90845290342942e-15,0.6446666661649942
9,0.07880000000000001,1,0.07799254158965725,0.22669673551613498,1.0,1.0,0.44719901298258374,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.112758219678111e-12,2.5426865762284163e-15,0.6565702087245882
9,0.07880000000000001,2,0.01615782413115747,0.0891499457208389,0.2071714012881995,0.3932564159685207,0.4526748454529376,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.408144676938276e-12,2.137090606046403e-15,0.6144553339108825
9,0.07880000000000001,3,0.008411115994165847,0.053722128852733385,0.10784513265921394,0.23697795528647897,0.45577285214723917,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.035124649494185e-12,2.1449335925199685e-15,0.6325643332675099
9,0.07880000000000001,4,0.005421588083727878,0.037234889710983134,0.06951418652635427,0.16424978342192742,0.45746272657675013,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.4012075622575165e-12,1.9937506391781217e-15,0.6316894576884806
9,0.07880000000000001,5,0.0038557166007103663,0.027800703226952033,0.049436991308687915,0.12263389308918098,0.4584729296577347,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.873615326501095e-12,1.862005584782139e-15,0.6414181659929454
9,0.07880000000000001,6,0.002908932345317225,0.021686714164031663,0.037297570844940696,0.0956639896673242,0.4591538501298241,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.633707320650376e-12,2.045371498271944e-15,0.6395037076435983
9,0.07880000000000001,7,0.002280254248425409,0.0173479907935516,0.02923682446999263,0.07652510193432789,0.4596477128060878,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.172547591338075e-12,1.8891193107363712e-15,0.6440774155780673
9,0.07880000000000001,8,0.001829469503493694,0.014111289280755219,0.023456980195864056,0.062247430465318096,0.46003055329235704,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,7.365558810153642e-12,1.791953664748088e-15,0.626881250180304
9,0.07880000000000001,9,0.001491770073601709,0.011596717470206073,0.0191270862982049,0.05115520275932992,0.4603358165705697,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.960600073324135e-12,1.6918624875450406e-15,0.6425581248477101
9,0.07880000000000001,10,0.0012286045994925575,0.00959892121081921,0.015752847316562964,0.042342564787996306,0.46064925568744824,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.467413291781529e-12,1.8577886661338183e-15,0.6390359168872237
9,0.07880000000000001,11,0.0010189510347264699,0.007986503871480298,0.013064724061532508,0.035229902421386496,0.46102640651000765,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.508172578452622e-12,2.308615501190934e-15,0.6396202077157795
9,0.07880000000000001,12,0.0008492696074248515,0.0066707649011811835,0.010889113114086217,0.029425941604290975,0.46133912144123673,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.5959381546529797e-12,1.7611328846797725e-15,0.6421258747577667
9,0.07880000000000001,13,0.0007104319248420211,0.005588574245344878,0.009108972606378465,0.02465220433201657,0.46159969671280054,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.365717843792391e-12,1.8150400795259593e-15,0.6417750827968121
9,0.07880000000000001,14,0.0005959508483313085,0.004693159897462334,0.007641126140840353,0.02070237088671399,0.46181761724097176,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.59993513303192e-12,1.5223918717437302e-15,0.6376445828936994
9,0.07880000000000001,15,0.0005010149469737838,0.0039488545155144375,0.006423882806766031,0.017419106219257314,0.4620003735882813,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.292506986336836e-12,1.911516318414794e-15,0.6425623754039407
9,0.07880000000000001,16,0.00042194678115091725,0.003327870956002484,0.005410091433754128,0.014679836250953093,0.4621539773677925,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.490277799999361e-12,1.7533321869009584e-15,0.6405467092990875
9,0.07880000000000001,17,0.00035586894158003564,0.002808236094633974,0.004562858631436472,0.012387633585637142,0.46228330845017435,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.6948277268386e-12,1.5660706311671212e-15,0.6490474999882281
9,0.07880000000000001,18,0.00030049746291058995,0.0023723420408366465,0.003852899992560821,0.01046482665679055,0.4623923614251092,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.3668576725718985e-12,1.5107214041424454e-15,0.6409140829928219
9,0.07880000000000001,19,0.0002539935303241539,0.002005949908092389,0.003256638713743834,0.00884860517962605,0.46248442721249816,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.18567069763621e-12,1.4046954949645164e-15,0.6236014580354095
9,0.07880000000000001,20,0.0002148650983597838,0.0016974563529357314,0.0027549441777427277,0.007487784722929617,0.46256223083249937,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.192206686708932e-12,1.6708322001149185e-15,0.6376936659216881
9,0.07880000000000001,21,0.00018189190567688933,0.0014373419399440104,0.002332170512327686,0.006340373347995162,0.46262803784006823,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.821649302324321e-12,1.8228552963380022e-15,0.6536213341169059
9,0.07880000000000001,22,0.00015406991328140705,0.0012177542990777297,0.0019754441917281813,0.005371732840815685,0.46268373808025026,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,7.28018783491796e-12,1.7937863786931913e-15,0.6398440832272172
9,0.07880000000000001,23,0.0001305684295260559,0.0010321917005225352,0.0016741143045833353,0.004553182903902335,0.4627309124270535,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.448263398462595e-12,1.9777485272138755e-15,0.6416115411557257
9,0.07880000000000001,24,0.00011069830273435923,0.000875248496946547,0.0014193447280738335,0.003860878256379884,0.4627708864769117,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.7476225764905154e-12,1.7403161114915953e-15,0.6435040831565857
9,0.07880000000000001,25,9.388553671909243e-05,0.0007424146386379204,0.001203775832989943,0.0032749242592647726,0.4628047740896802,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.64933448786571e-12,1.8609119747296315e-15,0.6357245002873242
9,0.07880000000000001,26,7.965027782827894e-05,0.0006299175921766148,0.001021255061122941,0.0027786795903454063,0.4628335126090822,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.132223668680136e-12,1.944573845647011e-15,0.6625135829672217
9,0.07880000000000001,27,6.759073430945226e-05,0.0005345941007159258,0.0008666307435532477,0.0023581905557606784,0.4628578920392391,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.3636064822010293e-12,1.5533271029120341e-15,0.6381426248699427
9,0.07880000000000001,28,5.7369392672627906e-05,0.0004537872612076006,0.0007355753704561383,0.002001737079161877,0.4628785790481576,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.187640021821529e-12,2.1612568819252988e-15,0.6374619998969138
9,0.07880000000000001,29,4.870269821762889e-05,0.00038526081775288034,0.0006244532775181089,0.001699454634296927,0.46289613681996783,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.709349877815459e-12,1.7082917084195626e-15,0.6401202077977359
9,0.07880000000000001,30,4.135170517082854e-05,0.00032713010577419856,0.0005302007644319707,0.0014430296273539205,0.4629110415420272,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,7.174770841114165e-12,1.7534264410806081e-15,0.6512347920797765
9,0.07880000000000001,31,3.511488293626731e-05,0.00027780481401052824,0.00045023385852736413,0.0012254469098464617,0.46292369614840145,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.8075957568922235e-12,1.9766693548215596e-15,0.6259446660988033
9,0.07880000000000001,32,2.9822067835656868e-05,0.00023594159187016302,0.00038237076556063446,0.0010407807211382188,0.46293444180781856,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.4943542869576435e-12,1.9458574071856446e-15,0.6415942083112895
9,0.07880000000000001,33,2.5329443303825168e-05,0.0002004046828412156,0.0003247675070917827,0.0008840210353490155,0.46294356754981947,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.059569512084676e-12,1.7977006795525146e-15,0.6439132075756788
9,0.07880000000000001,34,2.1515362756232652e-05,0.0001702331059474622,0.00027586436238264414,0.0007509287928645358,0.46295131834669767,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.802510714485113e-12,1.6025396354552267e-15,0.6447652080096304
9,0.07880000000000001,35,1.827685750593016e-05,0.0001446132331318513,0.00023434109382010308,0.0006379149342517045,0.4629579019109288,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.4400005642347524e-12,2.1218980769296098e-15,0.6419035829603672
9,0.07880000000000001,36,1.5526720244922046e-05,0.0001228558127130322,0.00019907955207579844,0.0005419390466003778,0.4629634944220162,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.666534901314531e-12,1.8637733923733382e-15,0.6356207919307053
9,0.07880000000000001,37,1.3191052436826079e-05,0.00010437668411210863,0.0001691322294153236,0.00046042429272070257,0.4629682453632831,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.9739693721323104e-12,1.8549058090632604e-15,0.6400482086464763
9,0.07880000000000001,38,1.1207209107381587e-05,8.868055021362989e-05,0.00014369590833885322,0.00039118582811404495,0.46297228159180404,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.385787324259805e-12,1.5713304469384296e-15,0.6371478750370443
9,0.07880000000000001,39,9.522063224014477e-06,7.53473131817277e-05,0.00012208940790919443,0.00033237052580479225,0.4629757107757555,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.556367411785169e-12,1.7485150800436466e-15,0.6288977921940386
9,0.07880000000000001,40,8.09054636176244e-06,6.40205624280917e-05,0.00010373487255139463,0.00028240619470029855,0.46297862432136144,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.724696419469673e-12,1.7242182003985443e-15,0.6419063745997846
9,0.07880000000000001,41,6.8744167931409726e-06,5.439784147668314e-05,8.814197682272483e-05,0.000239958644983714,0.4629810998415626,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,7.655169060362015e-12,1.524639761708017e-15,0.6413336251862347
9,0.07880000000000001,42,5.841217252260031e-06,4.622242657402049e-05,7.489456213637031e-05,0.00020389542208794023,0.46298320324515374,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.992717590868758e-12,1.4448621935900186e-15,0.6347923330031335
9,0.07880000000000001,43,4.963396922654626e-06,3.927637280145054e-05,6.363937911869296e-05,0.00017325513184840313,0.46298499050865827,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.6338762788532255e-12,1.846403775477512e-15,0.6367603749968112
9,0.07880000000000001,44,4.217561869888507e-06,3.3374638615608944e-05,5.407647685183023e-05,0.00014722152279618306,0.4629865091768394,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.314005897109285e-12,1.705498030911084e-15,0.6532868752256036
9,0.07880000000000001,45,3.5838524841109674e-06,2.836005730719672e-05,4.595122060474343e-05,0.00012510130435988663,0.4629877996361166,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.829871130339789e-12,2.0536303327664935e-15,0.6430978327989578
9,0.07880000000000001,46,3.0453943180175916e-06,2.4099177311639703e-05,3.904725062096768e-05,0.00010630579772916255,0.46298889619438216,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.8396700051284395e-12,1.7832750082054418e-15,0.6376762082800269
9,0.07880000000000001,47,2.5878618556044843e-06,2.0478647270824185e-05,3.318088887550327e-05,9.033498971301522e-05,0.46298982799758126,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.3842441184272258e-12,1.7788783522575563e-15,0.635611167177558
9,0.07880000000000001,48,2.199085562961463e-06,1.740218046732722e-05,2.8196100782707255e-05,7.676414231420916e-05,0.4629906198077561,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.3142592552220805e-12,2.0116768266004676e-15,0.6411614590324461
9,0.07880000000000001,49,1.868728682307588e-06,1.4787981812403004e-05,2.3960351133824363e-05,6.52324427113353e-05,0.4629912926628365,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.996697841124252e-12,1.5381036474842932e-15,0.6427078330889344
9,0.07880000000000001,50,1.5880090142640464e-06,1.2566564792006825e-05,2.0361036861948288e-05,5.543337341579146e-05,0.462991864437879,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.860767775712169e-12,2.0040000510119407e-15,0.6467831670306623
9,0.07880000000000001,51,1.3494658489927215e-06,1.0678894496731529e-05,1.7302498693947894e-05,4.710652084344402e-05,0.4629923503205843,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,8.148178500095e-12,1.6676794867730181e-15,0.6409486657939851
9,0.07880000000000001,52,1.1467601641611903e-06,9.0748145402614e-06,1.4703459340954013e-05,4.00306361695072e-05,0.4629927632159126,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.4183539352695177e-12,1.806377490460183e-15,0.6408050833269954
9,0.07880000000000001,53,9.745069760019844e-07,7.711710419428532e-06,1.2494873947423913e-05,3.4017739169780224e-05,0.4629931140893731,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.508601105118305e-12,2.18279939580428e-15,0.6403688751161098
9,0.07880000000000001,54,8.281302904465423e-07,6.553373401236972e-06,1.0618070312461292e-05,2.8908106622340577e-05,0.4629934122583439,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.73638577492724e-12,2.0025073262880205e-15,0.6433352502062917
9,0.07880000000000001,55,7.037421968796456e-07,5.569038174707876e-06,9.023198661511119e-06,2.4566027217059344e-05,0.46299366564058353,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.49604629629387e-12,1.6497315595459449e-15,0.6686162911355495
9,0.07880000000000001,56,5.980386954596278e-07,4.732562765385693e-06,7.667895971464724e-06,2.087618401125523e-05,0.4629938809636553,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.4476040855366205e-12,1.6860779508777598e-15,0.6381669999100268
9,0.07880000000000001,57,5.082134052529302e-07,4.021733975598292e-06,6.516179558896762e-06,1.7740590601985303e-05,0.4629940639447934,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.176695275466817e-12,2.168630660238029e-15,0.6423795409500599
9,0.07880000000000001,58,4.3188028498147237e-07,3.4176765160690453e-06,5.53745622566998e-06,1.5075984699505277e-05,0.46299421944209185,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.4425617215696287e-12,1.82464557834834e-15,0.641229999717325
9,0.07880000000000001,59,3.670128912691429e-07,2.90435141906222e-06,4.705743444034823e-06,1.2811615537602237e-05,0.46299435158391905,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.240726108122776e-12,1.7026943820571036e-15,0.6372987502254546
9,0.07880000000000001,60,3.1188881561890025e-07,2.468128608733243e-06,3.998956942060476e-06,1.088735840467176e-05,0.46299446387828275,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.5778996117769606e-12,1.8352026784208825e-15,0.6378640830516815
9,0.07880000000000001,61,2.6504448823928953e-07,2.0974271304240145e-06,3.3983312101017313e-06,9.252127630548661e-06,0.46299455930647904,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.186577349700148e-12,1.916726550721409e-15,0.642678250093013
10,0.081,1,0.07743807003479347,0.20716198545463702,1.0,1.0,0.4739005260885464,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.019057773353132e-12,2.487335439260137e-15,0.6301919999532402
10,0.081,2,0.0180538571940867,0.10968579865687045,0.2331392968080813,0.5294687556510639,0.4821618344463618,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.4856121110784083e-12,1.993324123241656e-15,0.6407866673544049
10,0.081,3,0.011997492316105028,0.08311311382853617,0.15493015658466786,0.40119867381139646,0.49079059058881797,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.59947646255438e-12,1.9373364698099168e-15,0.6435945420525968
10,0.081,4,0.009544599657828143,0.07010038130674126,0.12325461692859452,0.3383843862709618,0.5002935213286849,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.517223372526929e-12,1.634134124497242e-15,0.6399161252193153
10,0.081,5,0.008236982364075074,0.06263943365790973,0.1063686421985225,0.3023693440688041,0.5096185819136223,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,7.279249904193326e-12,1.8804688074128823e-15,0.6029495419934392
10,0.081,6,0.007479775027400857,0.057994293705177634,0.09659041120265706,0.2799466011001176,0.5186971943099467,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,8.4625939977558e-12,1.6868047986604389e-15,0.6580484160222113
10,0.081,7,0.007025852649526577,0.05510364770983,0.09072866416182392,0.26599304688502434,0.5276456440979432,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.065054999536002e-12,1.7431442202888976e-15,0.6441990840248764
10,0.081,8,0.0067713853895843374,0.05344726422643072,0.08744258975645837,0.2579974511691203,0.5365717864373992,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.4079804161739296e-12,1.7508323870439665e-15,0.6465402920730412
10,0.081,9,0.006662498703646286,0.05279605891696086,0.0860364766406598,0.2548539916775503,0.5455932602293246,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.3473644405055407e-12,1.7349686843637619e-15,0.6416390002705157
10,0.081,10,0.006678055724376707,0.053076676815333255,0.08623737292750464,0.2562085736861971,0.5548406728828789,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.018901680169005e-12,1.3503274735830637e-15,0.6466186251491308
10,0.081,11,0.006816259890878494,0.05426450867928092,0.08802207864705178,0.261942404926233,0.5644557496598069,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.088513385884081e-12,1.6828729854729585e-15,0.641093083191663
10,0.081,12,0.007081055431458806,0.056396212350763884,0.09144152776892862,0.27223243794944785,0.5746030548780943,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.0349332734430495e-12,1.5542666450189225e-15,0.6427835840731859
10,0.081,13,0.0074856133386763,0.059576675474043356,0.09666580449787761,0.2875849801463168,0.5854810212442911,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.100919011881884e-12,1.3752611134439484e-15,0.6394634577445686
10,0.081,14,0.008054928837986771,0.06399717223202832,0.10401768580192708,0.30892333886248646,0.5973363098925977,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.329296652244591e-12,1.3750708212286056e-15,0.6384713752195239
